layer,n_nodes,fiedler_value,connectivity_ratio,spectral_entropy_norm,hfer,spectral_radius,n_benign,n_injection,density_benign,density_injection,density_cross,cut_weight,conductance,normalized_cut,modularity,separation,cut_conductance,cut_modularity,accuracy,ari,bandwidth,example_id,attack_category,position,split,n_chars_context,n_chars_attack,condition,label,n_tokens
2,296,0.39624083042144775,0.3078896701335907,0.9983793497085571,0.5328312516212463,1.2869572639465332,296,0,0.0032317691233628644,nan,nan,nan,nan,nan,nan,nan,0.6191366698332003,0.23196488223846307,nan,nan,58.38668968346551,1,direct_injection,middle,train,363,20,benign,0,296
2,321,0.3991208076477051,0.310198575258255,0.9984722137451172,0.5339397192001343,1.2866623401641846,298,23,0.003171408285254286,0.009136463452421365,0.00154406082374941,21.16598577195691,1.3919456379977597,1.46461314765443,0.025245524406957903,3.486187447178543,0.634700904890014,0.21793547861075374,0.5607476635514018,-0.039538935597686876,63.47369218888727,1,direct_injection,middle,train,363,20,injected,1,321
3,296,0.7283010482788086,0.4270278513431549,0.9991118311882019,0.5149111747741699,1.7055118083953857,296,0,0.0033345960677902088,nan,nan,nan,nan,nan,nan,nan,1.4733834715731995,0.02871311734133225,nan,nan,125.7490480969787,1,direct_injection,middle,train,363,20,benign,0,296
3,321,0.7290760278701782,0.4262620210647583,0.9991847276687622,0.5159671902656555,1.710394024848938,298,23,0.0032926095352744807,0.002849720502198626,0.0016839819393594437,23.084024424739255,1.7778863495882544,1.8540818829254138,0.00575022588302831,1.819004694263711,1.4604650447240077,0.03160501183349051,0.6386292834890965,-0.061671326842147794,136.7864210090873,1,direct_injection,middle,train,363,20,injected,1,321
4,296,0.8143038749694824,0.45233219861984253,0.9991339445114136,0.5145692825317383,1.8002341985702515,296,0,0.0033418193153324574,nan,nan,nan,nan,nan,nan,nan,1.6206938114272094,-0.004732087495128663,nan,nan,133.9097051660589,1,direct_injection,middle,train,363,20,benign,0,296
4,321,0.8146981000900269,0.4525955021381378,0.9992051720619202,0.5158558487892151,1.8000578880310059,298,23,0.0033087474607849266,0.002680923855855919,0.0016324253247925855,22.37728635225676,1.7837342597313515,1.8573358503863446,0.005429393552921447,1.8244868036775816,1.6213127831089804,-0.00014785749002189236,0.6012461059190031,-0.05209806422852746,145.14243118843316,1,direct_injection,middle,train,363,20,injected,1,321
5,296,0.7549276947975159,0.4323681592941284,0.9990639090538025,0.5173417925834656,1.7460298538208008,296,0,0.003325687165752156,nan,nan,nan,nan,nan,nan,nan,1.4819040377374046,0.02031460039361365,nan,nan,129.06176840410487,1,direct_injection,middle,train,363,20,benign,0,296
5,321,0.7530523538589478,0.43087485432624817,0.9991308450698853,0.5188634395599365,1.747728705406189,298,23,0.0032912832988936866,0.003463663315695431,0.0016024556500188506,21.966462050458404,1.7247746523106495,1.7974435333629444,0.007858079801057932,2.1069995811314475,1.4820607704905722,0.023988940007902804,0.6012461059190031,-0.05209806422852746,139.85253340055735,1,direct_injection,middle,train,363,20,injected,1,321
6,296,0.6951493620872498,0.42156824469566345,0.9989650845527649,0.5222269892692566,1.6489604711532593,296,0,0.003306636966654256,nan,nan,nan,nan,nan,nan,nan,1.3276221146259162,0.04516564064993785,nan,nan,119.89423476063725,1,direct_injection,middle,train,363,20,benign,0,296
6,321,0.692464292049408,0.4197988212108612,0.9990229606628418,0.5239574313163757,1.6495146751403809,298,23,0.003267418895379945,0.0056671219539235936,0.0015530407352157198,21.289082398337086,1.575556328456483,1.6465600019414226,0.014583955351205907,2.770772319229962,1.3261043521772269,0.04790564272479745,0.5700934579439252,-0.042643275147891735,129.8896864161388,1,direct_injection,middle,train,363,20,injected,1,321
7,296,0.6543548703193665,0.4115246534347534,0.9990332126617432,0.5178399682044983,1.5900745391845703,296,0,0.003286244961017631,nan,nan,nan,nan,nan,nan,nan,1.2103966360554517,0.06976181676009034,nan,nan,114.63381444485276,1,direct_injection,middle,train,363,20,benign,0,296
7,321,0.651958167552948,0.4093753695487976,0.9990999102592468,0.5193027257919312,1.5925681591033936,298,23,0.0032306471388301177,0.005487063010876608,0.0016619819554564103,22.78244864539647,1.608058025726729,1.6846833047702043,0.013689393491043578,2.533310553294569,1.2124187312579644,0.07056875155643685,0.5669781931464174,-0.041622464898596036,124.23425343454066,1,direct_injection,middle,train,363,20,injected,1,321
8,296,0.7316069602966309,0.4148533344268799,0.9990050792694092,0.5207525491714478,1.7635315656661987,296,0,0.0032922815495273405,nan,nan,nan,nan,nan,nan,nan,1.3618190703990953,-0.11288637225958328,nan,nan,126.13936663918581,1,direct_injection,middle,train,363,20,benign,0,296
8,321,0.73311448097229,0.41624388098716736,0.9990596771240234,0.5228095054626465,1.7612618207931519,298,23,0.00325933266383032,0.005221186111991297,0.0015097783621654593,20.696041788564116,1.5932360032965136,1.6624955724559778,0.013474677424217756,2.7323462581375715,1.355665763251233,-0.10491507277719173,0.6542056074766355,-0.06508992478517937,136.66267382247736,1,direct_injection,middle,train,363,20,injected,1,321
9,296,0.5783043503761292,0.3534621596336365,0.9986953735351562,0.5271446108818054,1.6361138820648193,296,0,0.0032706557555077765,nan,nan,nan,nan,nan,nan,nan,1.1547699625613366,0.03902790662421779,nan,nan,112.65232895198847,1,direct_injection,middle,train,363,20,benign,0,296
